"Matricula","Periodo","Periodo_Curso","P1","P2","LP1","IC","LP2","Discreta","Eda","Leda","Grafos","TC"
"B23302",2011.1,2,0,0,0,0,0,0,0,0,85,0
"B23302",2011.2,3,0,0,0,0,0,0,55,59,0,68
"B23307",2010.2,1,35,0,36,71,0,0,0,0,0,0
"B23307",2011.1,1,88,0,88,0,0,0,0,0,0,0
"B23307",2011.2,2,0,46,0,0,28,73,0,0,73,0
"B23307",2012.1,2,0,71,0,0,60,0,0,0,0,0
"B23307",2012.1,3,0,0,0,0,0,0,0,0,0,25
"B23307",2012.2,3,0,0,0,0,0,0,64,65,0,84
"B23310",2009.2,1,50,0,54,50,0,0,0,0,0,0
"B23310",2010.1,2,0,33,0,0,31,0,0,0,55,0
"B23310",2010.2,2,0,50,0,0,62,0,0,0,0,0
"B23310",2011.1,3,0,0,0,0,0,0,26,51,0,0
"B23368",2013.2,1,71,0,71,200,0,0,0,0,0,0
"B23368",2014.1,1,0,0,0,77,0,0,0,0,0,0
"B23368",2014.1,2,0,0,0,0,0,31,0,0,98,0
"B23374",2014.1,1,96,0,96,96,0,0,0,0,0,0
"B23380",2012.2,1,32,0,32,38,0,0,0,0,0,0
"B23383",2012.1,1,34,0,34,60,0,0,0,0,0,0
"B23383",2012.2,1,80,0,80,0,0,0,0,0,0,0
"B234",2010.2,1,23,0,15,46,0,0,0,0,0,0
"B234",2011.1,2,0,0,0,0,0,200,0,0,0,0
"B23406",2005.2,1,16,0,29,53,0,0,0,0,0,0
"B23406",2006.1,1,37,0,39,0,0,0,0,0,0,0
"B23406",2006.2,1,51,0,50,0,0,0,0,0,0,0
"B23406",2007.1,2,0,26,0,0,200,200,0,0,200,0
"B23406",2007.2,2,0,200,0,0,79,34,0,0,0,0
"B23406",2007.2,3,0,0,0,0,0,0,0,0,0,10
"B23406",2008.1,2,0,200,0,0,0,200,0,0,200,0
"B23410",2013.2,1,27,0,27,50,0,0,0,0,0,0
"B23410",2014.1,1,64,0,64,0,0,0,0,0,0,0
"B23410",2014.1,2,0,0,0,0,0,13,0,0,0,0
"B23444",2010.1,1,75,0,76,83,0,0,0,0,0,0
"B23444",2010.2,2,0,88,0,0,71,81,0,0,0,0
"B23444",2011.1,2,0,0,0,0,0,0,0,0,97,0
"B23444",2011.2,3,0,0,0,0,0,0,83,87,0,94
"B23464",2011.1,1,200,0,200,77,0,0,0,0,0,0
"B23497",2012.2,1,74,0,74,82,0,0,0,0,0,0
"B23497",2013.1,2,0,73,0,0,66,73,0,0,89,0
"B23497",2013.2,3,0,0,0,0,0,0,58,60,0,70
"B23504",2011.2,1,80,0,82,84,0,0,0,0,0,0
"B23504",2012.1,2,0,77,0,0,72,0,0,0,93,0
"B23504",2012.2,2,0,0,0,0,0,81,0,0,0,0
"B23504",2012.2,3,0,0,0,0,0,0,72,88,0,0
"B23504",2013.1,3,0,0,0,0,0,0,0,0,0,70
"B23505",2012.2,1,91,0,91,0,0,0,0,0,0,0
"B23505",2013.1,2,0,81,0,0,84,0,0,0,81,0
"B23505",2013.2,2,0,0,0,0,0,64,0,0,0,0
"B23505",2014.1,3,0,0,0,0,0,0,75,77,0,70
"B23507",2004.1,1,82,0,77,70,0,0,0,0,0,0
"B23507",2004.2,2,0,79,0,0,82,77,0,0,83,0
"B23507",2005.1,3,0,0,0,0,0,0,72,71,0,70
"B23508",2008.1,1,86,0,86,95,0,0,0,0,0,0
"B23508",2008.2,2,0,80,0,0,97,92,0,0,87,0
"B23508",2009.1,3,0,0,0,0,0,0,74,75,0,86
"B23509",2002.1,1,67,0,92,73,0,0,0,0,0,0
"B23509",2002.2,2,0,65,0,0,81,54,0,0,84,0
"B23509",2003.1,3,0,0,0,0,0,0,37,44,0,52
"B23509",2003.2,3,0,0,0,0,0,0,51,52,0,0
"B23511",2003.1,1,73,0,88,89,0,0,0,0,0,0
"B23511",2003.2,2,0,73,0,0,85,70,0,0,63,0
"B23511",2004.1,3,0,0,0,0,0,0,71,80,0,79
"B23513",2004.2,1,62,0,70,83,0,0,0,0,0,0
"B23513",2005.1,2,0,51,0,0,71,0,0,0,50,0
"B23513",2006.1,2,0,0,0,0,0,200,0,0,0,0
"B23513",2006.1,3,0,0,0,0,0,0,200,200,0,0
"B23513",2006.2,2,0,0,0,0,0,56,0,0,0,0
"B23513",2006.2,3,0,0,0,0,0,0,34,200,0,0
"B23513",2007.1,3,0,0,0,0,0,0,0,0,0,200
"B23513",2007.2,3,0,0,0,0,0,0,50,56,0,14
"B23513",2008.1,3,0,0,0,0,0,0,0,0,0,34
"B23513",2008.2,3,0,0,0,0,0,0,0,0,0,50
"B23514",2008.2,1,200,0,200,200,0,0,0,0,0,0
"B23515",2002.2,1,28,0,73,80,0,0,0,0,0,0
"B23515",2003.1,1,75,0,0,0,0,0,0,0,0,0
"B23515",2003.1,2,0,0,0,0,0,60,0,0,0,0
"B23515",2003.2,2,0,50,0,0,59,0,0,0,60,0
"B23515",2004.1,3,0,0,0,0,0,0,36,46,0,63
"B23515",2004.2,3,0,0,0,0,0,0,71,70,0,0
"B23516",2009.2,1,50,0,54,55,0,0,0,0,0,0
"B23516",2010.1,2,0,25,0,0,34,0,0,0,200,0
"B23516",2010.2,2,0,22,0,0,21,0,0,0,0,0
"B23517",2003.2,1,30,0,43,38,0,0,0,0,0,0
"B23517",2004.1,1,200,0,200,200,0,0,0,0,0,0
"B23517",2004.2,1,31,0,28,200,0,0,0,0,0,0
"B23604",2011.2,1,70,0,72,74,0,0,0,0,0,0
"B23604",2012.1,2,0,26,0,0,33,34,0,0,74,0
"B23605",2012.2,1,38,0,38,73,0,0,0,0,0,0
"B23605",2013.1,1,90,0,90,0,0,0,0,0,0,0
"B23605",2013.1,2,0,0,0,0,0,36,0,0,0,0
"B23606",2009.2,1,23,0,20,37,0,0,0,0,0,0
"B23606",2010.1,1,26,0,37,200,0,0,0,0,0,0
"B23607",2013.2,1,90,0,90,81,0,0,0,0,0,0
"B23607",2014.1,2,0,80,0,0,84,75,0,0,78,0
"B23623",2005.2,1,200,0,200,0,0,0,0,0,0,0
"B23625",2009.1,1,37,0,44,55,0,0,0,0,0,0
"B23625",2009.2,1,51,0,55,0,0,0,0,0,0,0
"B23625",2010.1,2,0,29,0,0,35,24,0,0,38,0
"B23626",2006.2,1,97,0,99,98,0,0,0,0,0,0
"B23626",2007.1,2,0,99,0,0,94,100,0,0,98,0
"B23626",2007.2,3,0,0,0,0,0,0,96,94,0,100
"B23629",2012.2,1,40,0,40,84,0,0,0,0,0,0
"B23629",2013.1,1,92,0,92,0,0,0,0,0,0,0
"B23629",2013.2,2,0,51,0,0,37,19,0,0,50,0
"B2369",2007.2,1,200,0,200,200,0,0,0,0,0,0
"B23705",2007.2,1,10,0,26,50,0,0,0,0,0,0
"B23705",2008.1,1,50,0,23,0,0,0,0,0,0,0
"B23705",2008.1,2,0,0,0,0,0,200,0,0,0,0
"B23705",2008.2,1,0,0,50,0,0,0,0,0,0,0
"B23705",2008.2,2,0,0,0,0,0,28,0,0,0,0
"B23705",2009.1,2,0,52,0,0,73,50,0,0,39,0
"B23705",2009.2,2,0,0,0,0,0,0,0,0,50,0
"B23705",2010.1,3,0,0,0,0,0,0,28,37,0,37
"B23705",2010.2,3,0,0,0,0,0,0,34,50,0,0
"B23705",2011.1,3,0,0,0,0,0,0,50,0,0,55
"B23729",2012.1,1,200,0,200,75,0,0,0,0,0,0
"B23729",2012.2,1,71,0,71,0,0,0,0,0,0,0
"B23729",2012.2,2,0,0,0,0,0,7,0,0,0,0
"B23729",2013.1,2,0,200,0,0,200,30,0,0,75,0
"B23729",2013.2,2,0,200,0,0,200,60,0,0,0,0
"B23729",2014.1,2,0,200,0,0,200,0,0,0,0,0
"B23740",2013.2,1,42,0,42,50,0,0,0,0,0,0
"B23740",2014.1,1,73,0,73,0,0,0,0,0,0,0
"B23740",2014.1,2,0,200,0,0,28,16,0,0,31,0
"B23784",2003.1,1,86,0,89,93,0,0,0,0,0,0
"B23784",2003.2,2,0,92,0,0,93,76,0,0,93,0
"B23784",2004.1,3,0,0,0,0,0,0,82,77,0,98
"B23785",2010.2,1,24,0,16,37,0,0,0,0,0,0
"B23785",2011.1,1,70,0,70,70,0,0,0,0,0,0
"B23785",2011.2,2,0,32,0,0,43,0,0,0,63,0
"B23785",2012.1,2,0,83,0,0,80,62,0,0,0,0
"B23786",2011.2,1,77,0,78,58,0,0,0,0,0,0
"B23786",2012.1,2,0,72,0,0,72,39,0,0,57,0
"B23786",2012.2,2,0,0,0,0,0,57,0,0,0,0
"B23786",2013.2,3,0,0,0,0,0,0,50,30,0,55
"B23809",2009.1,1,70,0,56,62,0,0,0,0,0,0
"B23809",2009.2,2,0,64,0,0,70,41,0,0,53,0
"B23809",2010.1,2,0,0,0,0,0,28,0,0,0,0
"B23809",2010.2,3,0,0,0,0,0,0,200,200,0,0
"B23811",2010.2,1,74,0,77,57,0,0,0,0,0,0
"B23811",2011.1,2,0,75,0,0,58,0,0,0,87,0
"B23811",2011.2,2,0,0,0,0,0,50,0,0,0,0
"B23811",2011.2,3,0,0,0,0,0,0,50,51,0,0
"B23811",2012.1,3,0,0,0,0,0,0,0,0,0,25
"B23811",2013.1,3,0,0,0,0,0,0,0,0,0,64
"B23871",2014.1,1,27,0,27,64,0,0,0,0,0,0
"B23877",2011.1,1,57,0,56,90,0,0,0,0,0,0
"B23877",2011.2,2,0,43,0,0,47,0,0,0,39,0
"B23877",2012.1,2,0,80,0,0,70,71,0,0,55,0
"B23877",2012.2,3,0,0,0,0,0,0,31,33,0,0
"B23877",2013.1,3,0,0,0,0,0,0,58,59,0,0
"B23921",2013.2,1,80,0,80,100,0,0,0,0,0,0
"B23921",2014.1,2,0,91,0,0,92,70,0,0,99,0
"B23940",2014.1,1,50,0,50,53,0,0,0,0,0,0
"B23951",2009.2,1,57,0,64,70,0,0,0,0,0,0
"B23951",2010.1,2,0,59,0,0,57,0,0,0,75,0
"B23951",2011.1,3,0,0,0,0,0,0,50,71,0,50
"B23967",2013.1,1,38,0,38,70,0,0,0,0,0,0
"B23967",2013.2,1,71,0,71,0,0,0,0,0,0,0
"B23967",2013.2,2,0,0,0,0,0,44,0,0,0,0
"B23967",2014.1,2,0,51,0,0,55,71,0,0,53,0
"B23971",2012.2,1,200,0,200,55,0,0,0,0,0,0
"B23971",2013.1,1,200,0,200,0,0,0,0,0,0,0
"B23971",2013.1,2,0,0,0,0,0,200,0,0,0,0
"B23993",2010.1,1,200,0,200,47,0,0,0,0,0,0
"B23993",2010.2,1,40,0,200,50,0,0,0,0,0,0
"B23993",2011.1,1,74,0,74,0,0,0,0,0,0,0
"B23993",2011.2,2,0,200,0,0,5,0,0,0,39,0
"B23993",2012.1,2,0,200,0,0,200,0,0,0,200,0
"B23997",2011.1,1,70,0,72,59,0,0,0,0,0,0
"B23997",2011.2,2,0,200,0,0,200,29,0,0,76,0
"B23997",2012.1,2,0,71,0,0,70,68,0,0,0,0
"B23997",2012.2,3,0,0,0,0,0,0,76,70,0,0
"B24002",2009.1,1,78,0,82,79,0,0,0,0,0,0
"B24002",2009.2,2,0,90,0,0,92,85,0,0,78,0
"B24002",2010.1,3,0,0,0,0,0,0,78,91,0,72
"B24006",2009.2,1,78,0,86,78,0,0,0,0,0,0
"B24006",2010.1,2,0,45,0,0,51,56,0,0,76,0
"B24006",2010.2,2,0,87,0,0,0,0,0,0,0,0
"B24006",2011.1,3,0,0,0,0,0,0,50,50,0,55
"B24068",2014.1,1,80,0,80,94,0,0,0,0,0,0
"B24077",2012.2,1,62,0,62,70,0,0,0,0,0,0
"B24077",2013.1,2,0,200,0,0,200,200,0,0,0,0
"B24146",2007.1,1,90,0,91,97,0,0,0,0,0,0
"B24146",2007.2,2,0,96,0,0,90,74,0,0,70,0
"B24146",2008.1,3,0,0,0,0,0,0,72,93,0,60
"B24156",2013.1,1,59,0,60,79,0,0,0,0,0,0
"B24156",2013.2,2,0,0,0,0,0,0,0,0,85,0
"B24191",2011.2,1,200,0,200,200,0,0,0,0,0,0
"B24197",2007.1,1,73,0,78,73,0,0,0,0,0,0
"B24197",2007.2,2,0,85,0,0,83,200,0,0,53,0
"B24197",2008.1,2,0,0,0,0,0,54,0,0,0,0
"B24197",2008.1,3,0,0,0,0,0,0,11,200,0,0
"B24197",2008.2,3,0,0,0,0,0,0,33,32,0,200
"B24197",2009.1,3,0,0,0,0,0,0,70,75,0,20
"B24197",2009.2,3,0,0,0,0,0,0,0,0,0,70
"B24199",2002.1,1,2,0,24,71,0,0,0,0,0,0
"B24199",2002.2,1,17,0,28,0,0,0,0,0,0,0
"B24199",2002.2,2,0,0,0,0,0,22,0,0,0,0
"B24199",2003.1,1,27,0,14,0,0,0,0,0,0,0
"B24199",2003.1,2,0,0,0,0,0,4,0,0,0,0
"B24199",2003.2,1,200,0,200,0,0,0,0,0,0,0
"B24199",2003.2,2,0,0,0,0,0,53,0,0,0,0
"B24199",2004.1,1,28,0,24,0,0,0,0,0,0,0
"B24199",2004.1,3,0,0,0,0,0,0,0,0,0,24
"B24199",2004.2,1,200,0,200,0,0,0,0,0,0,0
"B24199",2004.2,3,0,0,0,0,0,0,0,0,0,200
"B24201",2003.1,1,64,0,74,77,0,0,0,0,0,0
"B24201",2003.2,2,0,71,0,0,81,62,0,0,74,0
"B24201",2004.1,3,0,0,0,0,0,0,50,77,0,71
"B24203",2007.2,1,84,0,89,75,0,0,0,0,0,0
"B24203",2008.1,2,0,75,0,0,92,29,0,0,72,0
"B24203",2008.2,2,0,0,0,0,0,76,0,0,0,0
"B24203",2008.2,3,0,0,0,0,0,0,52,55,0,0
"B24203",2009.1,3,0,0,0,0,0,0,0,0,0,66
"B24204",2004.2,1,53,0,50,79,0,0,0,0,0,0
"B24204",2005.1,2,0,71,0,0,90,68,0,0,70,0
"B24204",2005.2,3,0,0,0,0,0,0,72,76,0,74
"B24206",2008.2,1,50,0,39,75,0,0,0,0,0,0
"B24206",2009.1,1,0,0,71,0,0,0,0,0,0,0
"B24206",2009.2,2,0,200,0,0,200,200,0,0,21,0
"B24207",2002.2,1,29,0,28,70,0,0,0,0,0,0
"B24207",2003.1,1,55,0,50,0,0,0,0,0,0,0
"B24207",2003.2,2,0,50,0,0,51,50,0,0,54,0
"B24207",2004.2,3,0,0,0,0,0,0,51,51,0,54
"B24208",2003.2,1,85,0,76,94,0,0,0,0,0,0
"B24208",2004.1,2,0,35,0,0,70,0,0,0,0,0
"B24208",2004.2,2,0,200,0,0,0,0,0,0,200,0
"B24280",2007.1,1,19,0,26,46,0,0,0,0,0,0
"B24280",2007.2,1,71,0,73,63,0,0,0,0,0,0
"B24280",2008.1,2,0,65,0,0,86,58,0,0,64,0
"B24280",2008.2,3,0,0,0,0,0,0,50,58,0,27
"B24280",2009.1,3,0,0,0,0,0,0,0,0,0,70
"B24281",2014.1,1,80,0,80,90,0,0,0,0,0,0
"B24284",2011.2,1,90,0,91,87,0,0,0,0,0,0
"B24296",2011.1,1,84,0,84,94,0,0,0,0,0,0
"B24296",2011.2,2,0,85,0,0,80,79,0,0,85,0
"B24296",2012.1,3,0,0,0,0,0,0,80,85,0,0
"B24296",2012.2,3,0,0,0,0,0,0,0,0,0,94
"B24302",2006.1,1,82,0,73,84,0,0,0,0,0,0
"B24302",2006.2,2,0,85,0,0,76,89,0,0,78,0
"B24302",2007.1,3,0,0,0,0,0,0,79,88,0,93
"B24309",2005.2,1,56,0,83,80,0,0,0,0,0,0
"B24309",2006.1,2,0,75,0,0,84,24,0,0,53,0
"B24309",2006.2,2,0,0,0,0,0,53,0,0,0,0
"B24309",2006.2,3,0,0,0,0,0,0,73,83,0,0
"B24309",2007.1,3,0,0,0,0,0,0,0,0,0,50
"B24312",2013.2,1,94,0,95,76,0,0,0,0,0,0
"B24312",2014.1,2,0,92,0,0,92,74,0,0,90,0
"B24390",2011.1,1,18,0,17,22,0,0,0,0,0,0
"B24390",2011.2,1,66,0,66,58,0,0,0,0,0,0
"B24391",2012.1,1,72,0,71,70,0,0,0,0,0,0
"B24391",2012.1,2,0,0,0,0,0,75,0,0,0,0
"B24391",2012.2,2,0,200,0,0,200,0,0,0,200,0
"B2441",2011.2,1,14,0,14,200,0,0,0,0,0,0
"B2441",2012.1,1,200,0,200,200,0,0,0,0,0,0
"B24415",2007.2,1,82,0,85,74,0,0,0,0,0,0
"B24415",2008.1,2,0,74,0,0,93,68,0,0,65,0
"B24415",2008.2,3,0,0,0,0,0,0,54,70,0,41
"B24415",2009.1,3,0,0,0,0,0,0,0,0,0,78
"B2442",2012.2,1,200,0,200,35,0,0,0,0,0,0
"B2442",2013.1,1,50,0,50,35,0,0,0,0,0,0
"B2442",2013.2,1,0,0,0,64,0,0,0,0,0,0
"B2442",2013.2,2,0,0,0,0,0,0,0,0,71,0
"B2442",2014.1,2,0,200,0,0,200,20,0,0,0,0
"B2470",2014.1,1,52,0,52,71,0,0,0,0,0,0
"B2472",2010.1,1,62,0,55,77,0,0,0,0,0,0
"B2472",2010.2,2,0,77,0,0,70,73,0,0,76,0
"B2472",2011.1,3,0,0,0,0,0,0,200,200,0,200
"B2479",2009.1,1,16,0,200,30,0,0,0,0,0,0
"B2479",2009.2,1,30,0,17,40,0,0,0,0,0,0
"B2481",2010.2,1,50,0,50,72,0,0,0,0,0,0
"B2481",2011.1,2,0,31,0,0,19,20,0,0,74,0
"B2481",2011.2,2,0,26,0,0,200,200,0,0,0,0
"B2481",2012.1,2,0,70,0,0,53,0,0,0,0,0
"B2481",2012.2,3,0,0,0,0,0,0,200,200,0,0
"B2481",2013.1,3,0,0,0,0,0,0,200,200,0,0
"B2485",2012.2,1,78,0,78,70,0,0,0,0,0,0
"B2485",2013.1,2,0,43,0,0,64,0,0,0,63,0
"B2485",2013.2,2,0,82,0,0,0,0,0,0,0,0
"B2485",2014.1,2,0,0,0,0,0,200,0,0,0,0
"B2485",2014.1,3,0,0,0,0,0,0,34,200,0,0
"B2555",2014.1,1,100,0,100,80,0,0,0,0,0,0
"B2580",2006.2,1,72,0,76,82,0,0,0,0,0,0
"B2580",2007.1,2,0,75,0,0,92,33,0,0,64,0
"B2580",2007.2,3,0,0,0,0,0,0,51,70,0,39
"B2580",2008.1,2,0,0,0,0,0,55,0,0,0,0
"B2580",2008.2,3,0,0,0,0,0,0,0,0,0,75
"B2582",2010.1,1,51,0,70,70,0,0,0,0,0,0
"B2582",2010.2,2,0,78,0,0,76,51,0,0,0,0
"B2582",2011.1,2,0,0,0,0,0,0,0,0,80,0
"B2582",2011.2,3,0,0,0,0,0,0,65,60,0,78
"B2612",2012.2,1,200,0,200,20,0,0,0,0,0,0
"B2683",2003.1,1,63,0,82,81,0,0,0,0,0,0
"B2683",2003.2,2,0,76,0,0,84,63,0,0,82,0
"B2683",2004.1,3,0,0,0,0,0,0,81,83,0,79
"B2686",2007.2,1,11,0,24,39,0,0,0,0,0,0
"B2686",2008.1,1,50,0,33,81,0,0,0,0,0,0
"B2686",2008.2,1,0,0,76,0,0,0,0,0,0,0
"B2686",2009.1,2,0,72,0,0,71,57,0,0,61,0
"B2686",2009.2,3,0,0,0,0,0,0,36,29,0,18
"B2686",2010.1,3,0,0,0,0,0,0,0,0,0,20
"B2686",2010.2,3,0,0,0,0,0,0,5,31,0,0
"B2686",2011.1,3,0,0,0,0,0,0,13,24,0,200
"B2778",2007.1,1,52,0,58,83,0,0,0,0,0,0
"B2778",2007.2,2,0,91,0,0,82,37,0,0,56,0
"B2778",2008.1,2,0,0,0,0,0,54,0,0,0,0
"B2778",2008.1,3,0,0,0,0,0,0,45,71,0,0
"B2778",2008.2,3,0,0,0,0,0,0,70,0,0,10
"B2778",2009.1,3,0,0,0,0,0,0,0,0,0,50
"B2784",2011.2,1,200,0,200,200,0,0,0,0,0,0
"B2785",2012.2,1,85,0,85,77,0,0,0,0,0,0
"B2785",2013.1,2,0,73,0,0,71,0,0,0,84,0
"B2785",2013.2,2,0,0,0,0,0,42,0,0,0,0
"B2785",2013.2,3,0,0,0,0,0,0,44,63,0,0
"B2785",2014.1,2,0,0,0,0,0,57,0,0,0,0
"B2785",2014.1,3,0,0,0,0,0,0,71,0,0,0
"B2803",2006.1,1,50,0,51,92,0,0,0,0,0,0
"B2803",2006.2,2,0,79,0,0,88,50,0,0,60,0
"B2803",2007.1,3,0,0,0,0,0,0,81,89,0,70
"B2806",2005.2,1,200,0,200,54,0,0,0,0,0,0
"B2806",2006.1,1,2,0,200,0,0,0,0,0,0,0
"B2806",2006.2,1,200,0,200,0,0,0,0,0,0,0
"B2806",2006.2,3,0,0,0,0,0,0,0,0,0,200
"B2806",2007.1,1,200,0,200,0,0,0,0,0,0,0
"B2806",2007.1,3,0,0,0,0,0,0,0,0,0,200
"B2806",2007.2,1,200,0,200,0,0,0,0,0,0,0
"B2806",2008.1,1,200,0,200,0,0,0,0,0,0,0
"B2806",2008.2,1,200,0,200,0,0,0,0,0,0,0
"B2806",2009.1,1,61,0,62,0,0,0,0,0,0,0
"B2806",2009.1,3,0,0,0,0,0,0,0,0,0,200
"B2806",2009.2,2,0,200,0,0,200,0,0,0,0,0
"B2809",2013.2,1,50,0,50,76,0,0,0,0,0,0
"B2809",2014.1,2,0,200,0,0,32,20,0,0,27,0
"B2881",2003.2,1,70,0,83,86,0,0,0,0,0,0
"B2881",2004.1,2,0,79,0,0,81,68,0,0,70,0
"B2881",2004.2,3,0,0,0,0,0,0,71,70,0,63
"B2905",2012.1,1,59,0,59,84,0,0,0,0,0,0
"B2920",2013.1,1,53,0,53,50,0,0,0,0,0,0
"B2920",2013.2,2,0,27,0,0,34,38,0,0,36,0
"B2920",2014.1,2,0,41,0,0,32,50,0,0,57,0
"B2921",2004.1,1,200,0,59,0,0,0,0,0,0,0
"B2921",2004.2,2,0,2,0,0,91,0,0,0,35,0
"B2921",2005.1,2,0,50,0,0,0,19,0,0,57,0
"B2921",2005.2,2,0,0,0,0,0,57,0,0,0,0
"B2921",2005.2,3,0,0,0,0,0,0,29,33,0,0
"B2921",2006.2,3,0,0,0,0,0,0,200,0,0,200
"B2924",2008.1,1,86,0,87,93,0,0,0,0,0,0
"B2924",2008.2,2,0,94,0,0,97,76,0,0,95,0
"B2924",2009.1,3,0,0,0,0,0,0,80,98,0,91
"B2925",2013.1,1,90,0,90,88,0,0,0,0,0,0
"B2925",2013.2,2,0,84,0,0,79,53,0,0,83,0
"B2925",2014.1,3,0,0,0,0,0,0,65,72,0,57
"B2928",2007.2,1,85,0,87,85,0,0,0,0,0,0
"B2928",2008.1,2,0,92,0,0,94,67,0,0,78,0
"B2928",2008.2,3,0,0,0,0,0,0,82,87,0,82
"B2929",2004.2,1,61,0,86,73,0,0,0,0,0,0
"B2929",2005.1,2,0,61,0,0,84,69,0,0,54,0
"B2929",2005.2,3,0,0,0,0,0,0,75,83,0,74
"B2930",2002.2,1,32,0,39,61,0,0,0,0,0,0
"B2930",2003.1,1,60,0,70,0,0,0,0,0,0,0
"B2930",2003.2,2,0,44,0,0,56,50,0,0,62,0
"B2930",2004.1,2,0,57,0,0,0,0,0,0,0,0
"B2930",2004.1,3,0,0,0,0,0,0,0,0,0,200
"B2930",2004.2,3,0,0,0,0,0,0,61,50,0,72
"B2932",2003.2,1,56,0,50,59,0,0,0,0,0,0
"B2932",2004.1,2,0,53,0,0,70,50,0,0,51,0
"B2932",2004.2,3,0,0,0,0,0,0,53,60,0,70
"B300",2014.1,1,33,0,33,78,0,0,0,0,0,0
"B3050",2011.2,1,76,0,77,71,0,0,0,0,0,0
"B3050",2012.1,2,0,45,0,0,45,75,0,0,70,0
"B3050",2012.2,2,0,78,0,0,76,0,0,0,0,0
"B3050",2013.1,3,0,0,0,0,0,0,70,70,0,65
"B3061",2010.1,1,51,0,60,70,0,0,0,0,0,0
"B3061",2010.2,2,0,35,0,0,10,0,0,0,0,0
"B3061",2011.1,2,0,79,0,0,70,200,0,0,80,0
"B3061",2011.2,2,0,0,0,0,0,41,0,0,0,0
"B3061",2011.2,3,0,0,0,0,0,0,41,32,0,0
"B3065",2005.1,1,78,0,78,81,0,0,0,0,0,0
"B3065",2008.1,2,0,82,0,0,97,74,0,0,76,0
"B3065",2008.2,3,0,0,0,0,0,0,60,70,0,41
"B3065",2009.1,3,0,0,0,0,0,0,0,0,0,73
"B3068",2009.1,1,70,0,70,79,0,0,0,0,0,0
"B3068",2009.2,2,0,66,0,0,76,54,0,0,54,0
"B3068",2010.1,3,0,0,0,0,0,0,34,77,0,42
"B3068",2010.2,3,0,0,0,0,0,0,61,0,0,0
"B3070",2010.2,1,27,0,18,36,0,0,0,0,0,0
"B3070",2011.1,1,36,0,37,83,0,0,0,0,0,0
"B3070",2011.2,1,86,0,87,0,0,0,0,0,0,0
"B3070",2012.1,2,0,17,0,0,22,37,0,0,51,0
"B3070",2012.2,2,0,0,0,0,0,61,0,0,0,0
"B3120",2009.1,1,51,0,50,83,0,0,0,0,0,0
"B3120",2009.2,2,0,66,0,0,70,0,0,0,56,0
"B3120",2010.1,3,0,0,0,0,0,0,25,71,0,0
"B3120",2010.2,2,0,0,0,0,0,77,0,0,0,0
"B3120",2010.2,3,0,0,0,0,0,0,52,0,0,0
"B3120",2011.1,3,0,0,0,0,0,0,0,0,0,50
"B3151",2008.2,1,77,0,50,86,0,0,0,0,0,0
"B3151",2009.1,2,0,74,0,0,80,64,0,0,51,0
"B3151",2009.2,3,0,0,0,0,0,0,35,65,0,20
"B3151",2010.1,3,0,0,0,0,0,0,51,0,0,17
"B3151",2011.1,3,0,0,0,0,0,0,0,0,0,70
"B3182",2011.1,1,70,0,72,78,0,0,0,0,0,0
"B3182",2011.2,2,0,70,0,0,38,38,0,0,80,0
"B3182",2012.1,2,0,0,0,0,59,61,0,0,0,0
"B3193",2013.2,1,70,0,70,0,0,0,0,0,0,0
"B3193",2014.1,2,0,50,0,0,45,50,0,0,87,0
"B3257",2010.1,1,44,0,33,78,0,0,0,0,0,0
"B3257",2010.2,1,51,0,51,0,0,0,0,0,0,0
"B3257",2011.1,2,0,30,0,0,36,54,0,0,72,0
"B3257",2011.2,2,0,53,0,0,50,0,0,0,0,0
"B3257",2011.2,3,0,0,0,0,0,0,0,0,0,51
"B3257",2012.1,3,0,0,0,0,0,0,17,10,0,0
"B3257",2012.2,3,0,0,0,0,0,0,13,200,0,0
"B3257",2013.1,3,0,0,0,0,0,0,51,55,0,0
"B3268",2012.2,1,52,0,52,52,0,0,0,0,0,0
"B3268",2013.1,2,0,200,0,0,9,39,0,0,52,0
"B3268",2013.2,2,0,27,0,0,29,6,0,0,0,0
"B3271",2013.2,1,200,0,200,200,0,0,0,0,0,0
"B33",2011.1,1,79,0,77,77,0,0,0,0,0,0
"B33",2011.2,2,0,77,0,0,76,73,0,0,75,0
"B33",2012.1,3,0,0,0,0,0,0,74,70,0,33
"B33",2013.2,3,0,0,0,0,0,0,0,0,0,81
"B3316",2012.2,1,45,0,45,66,0,0,0,0,0,0
"B3316",2013.1,1,93,0,93,0,0,0,0,0,0,0
"B3316",2013.2,2,0,82,0,0,82,76,0,0,83,0
"B3316",2014.1,3,0,0,0,0,0,0,76,70,0,46
"B3321",2014.1,1,200,0,200,200,0,0,0,0,0,0
"B333",2006.2,1,56,0,59,94,0,0,0,0,0,0
"B333",2007.1,2,0,85,0,0,91,0,0,0,84,0
"B333",2007.2,3,0,0,0,0,0,0,74,89,0,78
"B3348",2006.2,1,70,0,70,79,0,0,0,0,0,0
"B3348",2007.1,2,0,83,0,0,90,52,0,0,71,0
"B3348",2007.2,3,0,0,0,0,0,0,53,71,0,51
"B3433",2010.1,1,70,0,77,33,0,0,0,0,0,0
"B3467",2010.1,1,63,0,40,97,0,0,0,0,0,0
